Job_ID,job_title,job_description,Location,Company_ID
J0068,Sr. Supply Chain Analyst,"The Sr. Supply Chain Analyst will work with both internal and external business partners to develop methods to reduce cost and improve service. This position will connect with Finance, Purchasing, Manufacturing and Sales to achieve common goals. Provide collaborative support to other internal departments on quality, receiving, inventory accuracy and shipping practices. The candidate will have cross functional (Supply Chain, Commercial, Quality, Production) experience with keen ability to interface with multiple groups to develop and implement Supply Chain Production Management Systems (SCPMS). The individual will have strong verbal and written communication skills in addition to the requisite SAP functional expertise. The position includes approximately 10% travel.
To achieve these objectives, the candidate must be capable of working in a high-intensity and dynamic environment with customers from various functions. The successful candidate must also be comfortable in working with multiple data systems, some of them in early-adoption phase.
Responsibilities:
Experience with Supply Chain planning processes S&OP, Demand Planning, Supply Planning, Logistics Planning, and Production Planning.
Supply Chain lead for Pure Cane packaging and processing
SAP background to build Manufacturing, Inventory, and Supply Chain functional modules.
Establish and monitor supply chain KPI dashboard, providing management with visibility to key performance metrics for the global supply chain organization.
Manage day to day planning activities by reviewing historical demand; analyze/monitor trends. Review and ensure supply plan supports required demand plan.
Setup and maintain BOM data SAP for WIP and finished goods items.
Provides customer service and accurately provides information to customer order status, shipments status and follow-up sample product requests.
Facilitates cross functional team discussions to identify and manage continuous improvement opportunities to drive waste from processes.
Challenge current analytical against world class supply chain benchmarks and academic research to ensure Amyris supply chain team is applying the most appropriate tools to deliver results.
Provide technical support, analytical coaching and data access to support cross-functional collaboration across the supply chain, including Planning, Sourcing, Distribution, Customer Service, Materials Management, Quality, R&D and Finance.
Promote workplace safety in areas of responsibility
Qualifications:
Experience with Supply Chain planning processes S&OP, Demand Planning, Supply Planning, Logistics Planning, and Production Planning.
Supply Chain lead for PureCane packaging and processing
SAP background to build Manufacturing, Inventory, and Supply Chain functional modules.
Establish and monitor supply chain KPI dashboard, providing management with visibility to key performance metrics for the global supply chain organization.
Manage day to day planning activities by reviewing historical demand; analyze/monitor trends. Review and ensure supply plan supports required demand plan.
Setup and maintain BOM data SAP for WIP and finished goods items.
Provides customer service and accurately provides information to customer order status, shipments status and follow-up sample product requests.
Facilitates cross functional team discussions to identify and manage continuous improvement opportunities to drive waste from processes.
Challenge current analytical against world class supply chain benchmarks and academic research to ensure Amyris supply chain team is applying the most appropriate tools to deliver results.
Provide technical support, analytical coaching and data access to support cross-functional collaboration across the supply chain, including Planning, Sourcing, Distribution, Customer Service, Materials Management, Quality, R&D and Finance.
Promote workplace safety in areas of responsibility

#LI-DJ1


Amyris, a leader in industrial synthetic biology, uses its innovative bioscience solutions to achieve renewable products by converting plant sugars into hydrocarbon molecules. Amyrisâ€™ molecules are used in wide range of specialty & performance chemicals, flavors & fragrances and in applications ranging from cosmetics to biofuels. Learn more at www.amyris.com.

Under the California Consumer Privacy Act of 2018 (â€œCCPAâ€), Amyris is required to inform California residents who are our job applicants (â€œApplicantsâ€) about the personal information we collect about you when you apply to a job on this site.

As an Applicant, you have the right to know and understand the categories of personal information we collect about you, and the purposes for which the categories of personal information shall be used, pursuant to the CCPA.

By clicking the â€œAPPLY FOR THIS JOBâ€ button below and submitting your job application, you agree you have reviewed the complete Privacy Notice for Employees, Independent Contractors and Job Applicants.

If you have any questions regarding this information, please contact Amyris at privacy@amyris.com

As a VEVRAA Federal Contractor, Amyris is an equal opportunity employer and all qualified applicants will receive consideration for employment without regard to race, sex, color, religion, sexual orientation, gender identity, national origin, disability status, protected veteran status, or any other characteristic protected by law. Amyris complies with applicable state and local laws governing nondiscrimination in employment.

If you are a recruiter or placement agency, please do not submit resumes to any person or email address at Amyris, Inc. prior to having a signed agreement. Amyris is not liable for and will not pay placement fees for candidates submitted by any agency other than its approved recruitment partners. Furthermore, any resumes sent to us without an agreement in place will be considered your companyâ€™s gift to Amyris and may be forwarded to our recruiters for their attention.", CA,C0068
J0069,"Supply Chain Analyst, Mesa, AZ","Are you a detail minded person with a high sense of urgency? Do you want to be a key contributor within a billion dollar company? Then this is a great opportunity for you! The Supply Chain Analyst will work closely with our production team to ensure sufficient materials per scheduled production requirements.

Responsibilities:
Champion integrity of purchase order and item master data
Control and accountability for planning function of a technical product line
Report shipping forecasts and delinquency targets
Champion integrity of data in Material Requirement Planning (MRP) system
Maintain safety stock inventories to ensure smoother flow of product
Display flexibility based on changes to demands and schedules (MRP)
Coordinate purchasing activities with other departments to maintain inventory
Contact suppliers on adjustments, incorrect material or delivery problems
Ensure vendor on-time deliveries
Negotiate pricing based on cost-estimating targets
Continuously streamline paperwork processes and provide electronic solutions
Interact with all levels of personnel
Perform other duties as required
Requirements:
Proficiency with computer systems including MRP and Microsoft Access
Bachelor's Degree
3-5 years of planning/purchasing experience preferred
Ability to prioritize in a fast paced environment
Aptitude for planning, negotiating and purchasing of materials
Excellent oral and written communication skills
Complete benefit package includes medical, dental, vision life insurance, student loan repayment assistance and a 401(k) company matched contribution.

An Equal Opportunity Employerâ€ Minority/Female/Disabled/Vet/Sexual Orientation/Gender Identity or National Origin. A drug free workplace.

ITAR - The candidate must be able to legally work in the United States; we are unable to provide sponsorship. Position requires candidate to be a US Person as defined in ITAR, 22 CFR 120.15 (US Citizenship or Resident Alien Status) and defined by 8 USC 1101(a) (20).", FL,C0069
J0070,Business Operations Analyst I/II (Business Intelligence & Data Science),"YOUR LIFE'S MISSION: POSSIBLE

You have goals, dreams, hobbies and things you’re passionate about.

What’s Important to You Is Important to Us
We’re looking for people who not only want to do meaningful, challenging work, keep their skills sharp and move ahead, but who also take time for the things that matter to them—friends, family and passions. And we're looking for team members who are passionate about our mission—making a difference in military members' and their families' lives. Together, we can make it happen.

Don’t take our word for it.
FORTUNE 100 Best Companies to Work For®
Computerworld® Best Places to Work in IT
FORTUNE® Best Workplaces for Millennials
Forbes® America’s Best Employers
PEOPLE® Companies That Care
Basic Purpose

Lending Analytics Business Intelligence and Data Science team is seeking a leader who enjoys transforming data into insights! The ideal candidate has a passion for data analysis, technology and helping people leverage technology to transform business and reporting processes. As a Business Operations Analyst, you will be part of a dynamic cross-functional team that is responsible for providing analysis of lending product performance within a risk framework including new business, portfolio management, loss mitigation, and developing innovative reporting and analysis solutions to support the achievement of strategic risk management goals.

Responsibilities include:
Building partnerships with business units and developing technical solutions for reporting and analytic needs
Participation in the full life cycle of a project including requirements, prototyping, design, development, testing and implementation
Assessing data flow processes and identifying areas for further automation and optimization
Leading working sessions with dynamic cross-functional team to develop dashboards
Performing data profiling and data blending by combining data from multiple data sources using SQL, SAS, SPSS, JMP, R, Python, Tableau or Power BI
Developing accurate and insightful visualizations for dashboards
Preparing data, reports, agenda and themes for strategic risk management (SRM) presentations
Nimble problem solving and willingness to do “whatever it takes” to deliver business value quickly
Leading training sessions for business users and teammates
Researching and reading about new technology in business intelligence and machine learning
Qualifications:
Minimum of 1-2 years of experience developing analytics reporting solutions using Tableau, Power BI or other business intelligence and dashboard design software
Minimum of 1-2 years of experience writing SQL for report development and optimizing query performance
Lending product knowledge and experience in at least one product including credit cards, consumer loans, education lending and/or mortgage and equity
Experience in statistics, modeling, machine learning, forecasting and cost benefit analysis
Knowledge of data transformation, modeling and/or ETL tools such as SAS, SPSS, JMP, R, Python, Tableau Prep or Alteryx
Ability to use various data analysis techniques to collect, explore, and identify the right data to be visualized in a business intelligence tool
Creative mind and eye for design with prior UX/UI experience and knowledge of reporting and dashboard best practices and visualization standards
Ability to perform data discovery, validation and find patterns and relationships in data
Organizational skills and the ability to multi-task by prioritizing assignments and working independently to ensure work is completed on schedule and
BS Degree in Finance, Computer Science or related field
Desired Qualifications:
Advanced Degree in Data Analytics, Computer Science or related field
Hours: Monday - Friday, 8:00AM - 4:30PM

Location: 820 Follin Lane, Vienna, VA (HQ)
Equal Employment Opportunity

Navy Federal values, celebrates, and enacts diversity in the workplace. Navy Federal takes affirmative action to employ and advance in employment qualified individuals with disabilities, disabled veterans, Armed Forces service medal veterans, recently separated veterans, and other protected veterans. EOE/AA/M/F/Veteran/Disability

Disclaimer

Navy Federal reserves the right to fill this role at a higher/lower grade level based on business need.

Bank Secrecy Act

Remains cognizant of and adheres to Navy Federal policies and procedures, and regulations pertaining to the Bank Secrecy Act.

]]>", VA,C0070
J0071,Data Conversion Analyst,"OCHIN is currently looking for a talented Sr. Data Conversion Analyst to join our team!

Who is OCHIN?
OCHIN is one of the nation’s largest and most successful Health Information Networks. Here, our goal is simple: to provide solutions that promote access to quality, affordable health care for all. Our Health IT solutions improve the integration and delivery of health care services across a wide variety of practices—with an emphasis on safety net clinics and small practices.

Our corporate office is located in beautiful downtown Portland, Oregon. Working with us, you’ll find challenging projects, a collaborative team, and some of the best employee perks around, including public transportation reimbursement, an onsite gym, wellness challenges with cash prizes, community volunteering activities and much more! Recognized as one of the Top 100 Nonprofits to work for in Oregon. OCHIN is committed to creating a positive and enjoyable workplace for all its employees.

Position Overview
The Data Conversion Specialist supports OCHIN’s mission by helping our new members extract data from their previous EHR and ancillary healthcare IT systems, transform the data into new formats, and then import the data into OCHIN’s Epic system. In addition to performing this technical work, the Data Conversion Specialist also uses their interpersonal, communication, and organizational skills to work with various internal and external stakeholders and to drive each project toward completion. You'll be part of a team that will travel to some of our clinic membership sites and support the conversion of the data from their current EHR over to OCHIN's Epic system.

Outcomes for Success
Performing data conversions including extracting healthcare data from non-Epic EHR systems, performing transformations upon the data, and importing it into OCHIN Epic;
Analyzing healthcare data in HL7, CDA, CSV, and SQL formats for extraction, transformation, and import;
Facilitating meetings with multiple internal and external stakeholders to gather requirements, identify data conversion needs, provide ongoing updates, and ensure high customer satisfaction;
Develop technical and business process documentation for data conversions;
Approach the work as a Technical Analyst on data conversion projects and be able to multi-task in a fast paced environment;
Provide quality assurance on data conversion work;
Coming up with brilliant solutions to analytical challenges;
The ability to travel to Clinic locations across the U.S. on an as needed basis to meet with clients, understand their Data Conversion needs, and support the conversion work;
Participate in shaping and growing OCHIN’s nascent Data Conversion product line
Participate in internal process improvement projects;
Participate in informal internal training as part of ongoing team improvement;
Assist with additional Interface projects as assigned;
Performed other duties as assigned.
Minimum Qualifications
Bachelor’s degree in Health Informatics, Computer Science, or similar field. Equivalent knowledge and skills obtained through a combination of education, training and experience may meet this requirement.
2+ years of experience working with healthcare data;
2+ years of experience working with EHRs/EMRs;
Knowledge of data transformations from any industry;
Working knowledge of the HL7 standard;
Exposure to Mirth or another interface engine;
Technical proficiency with JavaScript, SQL, and Epic products
Troubleshooting and documenting skills;
Able to learn in a self-directed, fast paced, rapidly-changing environment.
Work Location & Travel Requirements
This position will work remotely
Travel may be required based on business requirements for OCHIN Go-Live events, 1-2 trips per year
Organizational Disclaimer

Job descriptions are designed to outline primary duties, responsibilities, and qualification requirements, and should not limit additional duties and responsibilities assigned. It is our expectation that all employees offer their services wherever and whenever deemed necessary to ensure the success of the organization.

ADA Requirements

Constant interpersonal skills, teamwork, customer service, problem analysis, and reading, speaking, writing, and understanding English. Frequent creativity, mentoring, presentations, and teaching. Occasional decision making and independent judgment or action. Frequent keyboarding, sitting, standing, hearing, and talking.

Equal Opportunity

OCHIN is an Equal Opportunity Employer and participates in E-Verify. OCHIN does not discriminate on the basis of race, color, religion, sex, national origin, age, disability, or any other characteristic protected by applicable state or federal civil rights laws.

Pre-Employment Screening

This position is subject to a pre-employment criminal background check, as well as a check against the Office of Inspector General’s (OIG) exclusion list.", OR,C0071
J0072,Business Analyst,"USDM Life Sciences Overview

USDM Life Sciences provides a variety of IT and compliance solutions to help life sciences companies streamline laboratory, clinical and manufacturing operations while staying in compliance with FDA regulations. USDM disrupts convention and delivers compliance with proficiency, simplicity, and efficiency to achieve better results for our customers that are in the business of saving lives. It’s a place where you can make an impact in the world as a champion for life sciences innovation and also get the experience and mentoring to grow your career.

Founded in Santa Barbara, California in 1999 by two UCSB graduates, USDM has grown to a global company with offices throughout the US, Toronto, Canada and Frankfurt, Germany.

Job Description

USDM is looking for a strong Business Analyst that will support USDM clients on a variety of compliance initiatives. This will include gathering, understanding and documenting business objectives, specifications and requirements. Additional responsibilities will include:
Analyzing and communicating in sometimes difficult data gathering sessions with project team and all levels of project stakeholders and management.
Define, design, and document business flows and processes on various sized projects.
Define and articulate business rules required for data accuracy and consistency.
Identify and resolve data quality issues.
Act as the primary contact for the data management process between IT developers and the business.
Identify, analyze, propose and document appropriate solutions for problems and issues that may impact the project.
Disseminate information in a timely manner within the team and across functions or teams.
Provide cross-functional and business knowledge to develop business system and process alternatives.
Train others as appropriate on specific area of business or systems expertise.
Qualifications
Experience with Finance Reporting - Document and process development.
Experience with MS Dynamics 365 - ability to make suggestions for best process.
5+ years’ experience in applying information systems solutions to business problems.
5 + years of experience with some experience with Life Science OR Pharmaceutical domain.
Experience gathering, documenting, communicating and managing requirements through project lifecycle
At least 3 years of direct experience with regulated systems and documentation.
Ability to work expeditiously in an ambiguous and aggressive schedule.
Ability to translate requirements from business processes.
Solid knowledge of the application development process.
Strong communication skills (verbal/written/listening).
Sense of urgency with strong follow-up skills.
Detailed oriented and able to work within a team setting.
Education & Certification Requirements
Undergraduate degree, Master's degree preferred or relevant work experience in systems or business
5+ years’ experience in applying information systems solutions to business problems.
5 + years of experience with some experience with Life Science OR Pharmaceutical domain.
Disclaimer: This job description is intended to describe the general nature and the level of the work being performed by the people assigned to this position. It is not intended to include every job duty and responsibility specific to the position. USDM Life Sciences reserves the right to amend and change responsibilities to meet business and organizational needs as necessary.

USDM Life Sciences is an equal opportunity employer. All qualified applicants are encouraged to apply and will receive consideration for employment without regard to their protected veteran, disabled, or any other protected status.", MD,C0072
J0073,Business Analyst,"Are you passionate about making a difference in people’s lives? Are you motivated to learn and connect people with cutting edge technology? Do you go the extra mile to provide customer delight? We are looking for talented people who are ready to grow with Hargray Communications. We are dedicated to developing our employees for a career and future with us. Hargray Communication is offering a career opportunity as a Business Analyst! General Description: Understands business needs and process flows. Assesses the impact of those needs, capturing, analyzing and documenting requirements and providing high-level solutions that leverage department capabilities and best practices in order to produce an optimal solution. Communicates and implements recommended solutions. Duties and Responsibilities: Work with the Hargray business units to shape the business requirement and project tracking. The Business Analyst should understand the telecom industry to advise on the use cases and the potential domains that will have an impact. Have the opportunity to reflect functional business needs by gathering business documents and technical requirements and meeting with business stakeholders. Be a key advisor for functional OSP teams based on solution capabilities and best practices, leveraging reuse where applicable. Design/recommend holistic and integrated high-level solutions that fit business needs, solution production operability and project budget. Participate in and/or lead formal and informal reviews with stakeholders, applying knowledge and experience and providing technical perspective and support. Be an actively engaged with all phases of the OSP Engineering and Construction projects. Responsible for communicating the solutions, with to the business. Will be expected to explain the new details of new solutions and its impact on business processes. Ensure that the customer understands the solution and receive responses to all open questions and action items. Prepare solution-related documents and specifications. Configures the solution, and creates, executes and maintains accurate and detailed project plans. Excellent written and verbal communication skills. Identify, create and facilitate process design changes by conducting business and systems process analysis and design at a complex level; focusing on quality improvement and data management; ensuring data is reliable and valid; developing process improvements or re-engineering and recommending elimination; integrating new systems and processes with existing ones; and partnering with internal and external customers to ensure systems provided meet the long-term business strategies. Provide project level analysis – producing required project analysis documentation (business requirements, scope matrix, use cases, sequence diagrams, future state proposals, UAT plan).", SC,C0073
J0074,Supply Planner,"Job Posting Title
Supply Planner
Position Summary


Primary Purpose

This position is responsible for supporting management of the supply and production planning for Ferrara Candy Company fruit snacks portfolio and for the deployment of product to our distribution networks. This position works cross functionally to understand demand, timing issues and capacity requirements impacting the fruit snacks portfolio and works with multiple plant schedulers and other cross functional areas to assure optimal service with minimal carryover inventory. This person will provide regular status updates to management and highlight where there are potential service risks or capacity issues.

Major Responsibilities

To perform this job successfully, an individual must be able to perform each essential duty satisfactorily.
Work with plant schedulers to assure service and proper inventory build quantities.
Builds timelines for production involving resources with complex bottlenecks and constraints.
Supports the tracking and execution of fruit snacks portfolio SKU builds.
Manages inventory and production quantities to assure service and minimize carryover inventory.
Provides regular status updates to management in weekly meetings on adherence to plan, root cause of delays, risks, and options/tradeoffs/recommendations to minimize impact.
Works closely with Brand Managers, Operations Business Managers, and Production Planners on product changes, issues, and roll-outs, and develops plans to minimize any obsolescence.
Works across all Supply Chain functions and leads the resolution of issues that are surfaced.
Ensures adherence to all company policies and procedures.
Understands and demonstrates the Company's core values.
Performs other duties as assigned.
Some travel will be required.
Competencies/Skills/Knowledge Required

The requirements listed below are representative of the knowledge, skill, and/or ability required.
Strong mathematical, analytical and problem solving skills.
Strong verbal, written, oral, and interpersonal communication skills.
Understanding of production capacities, constraints and cost/service trade-offs.
Spanish language skills very strongly preferred.
Demonstrated team leadership skills, including ability to identify and resolve issues/opportunities.
Detail oriented, self-starter and comfortable taking initiative, as well as capable of producing high quality results on a sustainable basis.
Strong computer skills, including MS Excel, PowerPoint are required, including management of complex data sets.
Strong understanding of SAP software (including APO) and Business Objects
Ability to multi-task in a fast paced environment.
Education and Experience
BA/BS; in quantitative majors preferred (i.e. Supply Chain, Procurement, Engineering, Statistics, Operations Management, Economics, Business, Logistics).
5+ years of experience in Demand Planning, Supply Planning, Operations Management, or related position, i.e. Business, Logistics.
Strong computer skills, including MS Excel and PowerPoint
Familiarity with SAP software and Business Warehouse/Business Intelligence systems preferred.
#LI-NS1",,C0074
J0075,Data Analyst,"About You
You are an experienced data analyst with a track record of extracting insights and actionable information from structured data. You have built dashboards for daily review, summarized results for executive stakeholders, and explained nuanced findings for non-technical audiences. You work with diverse teams who come to you with half-formed problems to refine their needs into answerable questions, answer those questions, and work with them until they understand the implications.

Job Responsibilities
● Build dashboards using business intelligence software on large relational databases, both customer-facing and for internal customers
● Develop, support, and optimize semantic data layers used for self-service reporting
● Perform ad-hoc analyses for stakeholders on a variety of teams, including product, marketing, and engineering
● Collaborate with product and engineering to ensure that the requisite data is being collected to answer questions, drive business decisions, and inform the market
● Inform schema design and ETL process decision making
● Improve the end user’s experience through documentation, webinars, and hands-on training
● Support administration of our business intelligence software
● Investigate data integrity issues and propose solutions

Experience and Skills
● 3+ year of data analysis or analytics experience
● Great understanding of SQL
● Experience with web-based business intelligence tools such as Looker, Tableau, Chartio, or similar
● Strong communication skills
● Bonus points for some scripting skills, such as using Python or R for data analysis

● Airship is a well-funded startup that is widely recognized as the global leader in our space (https://www.airship.com/company/press-releases/urban-airship-lands-25-million-to-further-accelerate-global-growth).
● We have delivered over two trillion messages to users, doubling our volume in the past year.
● We process tens of billions of events every day, and our platform is unrivaled in speed and scale for real-time communications. We are incredibly proud of our team.
● Our product is used by many of the world’s most admired companies, including Adidas, Alaska Airlines, The Home Depot, NBCUniversal, Sky Plc, and Zillow.
● We have been named one of the coolest companies to work for in Portland for the last five years! We love passionate employees and have an employee-run Culture Club and Diversity Guild.
● We are a proud sponsor of the ACT-W Conference.

About Airship

Marketing and digital experience teams at thousands of the world’s most admired companies rely on Airship’s Customer Engagement Platform to create deeper connections with customers by delivering incredibly relevant, orchestrated messages on any channel.

Founded in 2009 as a pioneer in push notifications, Airship now gives brands the user-level data, engagement channels, AI orchestration and services they need to deliver push notifications, emails, SMS, in-app messages, mobile wallet cards and more to exactly the right person in exactly the right moment — building trust, boosting engagement, driving action and growing value.", OR,C0075
J0076,Data Analyst,"The Data Analyst is responsible for maintaining the integrity of the MMIS/ERP system(s) and other applications with respect to vendor data. The Data Analyst works with Supply Chain and Accounts Payable departments to ensure accurate and complete new vendor records in the system. The analyst will also manage vendor changes and maintain vendor names, physical and remit to addresses, Tax ID, among other key vendor information. The Data Analyst provides reports and is a resource for other staff members.
1. Functions as Supply Chainâ€™s primary point of contact for managing vendor information, which includes setting up new vendors in the systems and managing all vendor changes, resulting from company mergers and other restructurings.
2. Collect, compile, sort and verify the dataâ€™s accuracy or completeness before it is entered.
3. Performs data integrity tasks by locating and correcting data entry errors, or reporting them to supervisors.
4. Maintains logs of activities, completed work, and/or overall status updates. File completed documents in appropriate locations or distribute them.
5. May create or modify data bases according to the needs of the department.
6. Provides direction or assistance to users of information regarding data requirements and status of paperwork. May train other data entry employees.
7. Makes recommendations and assists in data capture, data extraction and analysis and provides reports relates to vendors.
8. Develops, maintains, or implements procedures for data entry, data cleaning, documentation and other administrative tasks.
9. May be involved in vendor credentialing processes Identifies and recommends solutions to vendor data management issues and maintains a continuous improvement outlook
Skills:Person must have an organized mind to think analytically. Pay close attention to details. Strong computer skills - heavy excel usage - running pivot tables, vlookup, etc. Strong communication skills

Education: Associates degree/Bachelorâ€™s Degree preferred

Skills:Required
HEALTHCARE
BIG DATA ANALYTICS
CRITICAL THINKING
DETAIL ORIENTATED
CODING
Additional
DATA VALIDATION
RESEARCH ANALYSIS
DATA CLEANSING
SUPPLY MANAGEMENT SYSTEMS
DATABASE MANAGEMENT SYSTEM
EXCEL
BILLING
ACCOUNTING/PURCHASING
ACCESS
HIGH RELIABILITY
SUPPLY CHAIN MANAGEMENT", NY,C0076
J0077,Warehouse Inventory Analyst/Router,"WAXIE is seeking an Inventory Analyst/Router to work out of our Mesa, Arizona facility.
This position will be responsible for maintaining the inventory accuracy by conducting daily inventory counts and reconciliation through adjustments. Additionally, this position will provide a detailed analysis of inventory variances and handle the required corrective guidance to prevent further inventory variances.
This position is Monday-Friday 9AM-6PM with weekends and holidays off.

Inventory Analyst
Perform daily cycle counts to include warehouse and service center items and input into APLUS.
Reconcile and justify inventory variances daily utilizing the tools available within APLUS.
Conduct inventory research on all inventory variances and provide daily justification sheet to Operations Manager with dollar amounts as specified prior to posting the cycle count.
Count entire warehouse and shop monthly, tracking in Excel
Run reports
Respond to Customer Service requests for immediate inventory count
Provide recommended courses of action in order to eliminate future variances.
Assist the warehouse with receiving, research of inventory and maintaining accuracy of row-bin- tier records.
Router
Screen daily orders for routing selection for WAXIE trucks, UPS or LTL.
Validate customer-shipping information by maintaining the customer database.
Route WAXIE fleet vehicles to enable a 99% next day delivery average while controlling fuel,
labor and maintenance costs.
Provide consistent utilization of Wintoute for standard routes as well as manual routing.
Work in concert with data processing and customer service to provide order delivery visibility.
Develop and maintain an effective communication style with the driving staff in order to
increase routing efficiency and customer specific demands as it relates to transportation.
Prepare shipping documents to include packing slips, route manifest and load and pick sheets.
Ensure 100% accountability for all orders routed to include monitoring â€œgo-againâ€ shipments.
Make certain that all late orders or manual add-ons are accounted for and properly routed.
All other duties as assigned.

Proficient in Microsoft Word and Excel.
Excellent verbal and written communication skills.
Ability to multitask.
Excellent attention to detail.
Strong knowledge of Phoenix and Tucson metropolitan areas
Valid driver's license
Ability to independently lift up to 50 lbs
Previous AS400 (Aplus) experience preferred.
High School Diploma or equivalent.
WAXIE Sanitary Supply is an EEO/AA/Disability/Vets Employer", AZ,C0077
J0078,Implementation Consultant (SIS),"Campus Management is looking for Implementation Consultants to join our Professional Services team to assist in implementing and training Campus Management Corporation’s software suite of applications at customer sites. This includes learning Campus Management software, gathering and reviewing customer business practices and existing data, configuring software, training end users on the software and writing status reports. The Consultant must be proactive, self-starting, professional, able to travel, willing to work extra hours and strive for consistent high-quality results.

Functional/Technical Assignments
Perform assigned project tasks with minimal supervision.
Follow established methodology to meet project deliverables for all assigned tasks.
Recognize potential solutions to a business problem to ensure the best alternative is selected for the client within project scope.
Provide required documentation for tasks including design documentation, technical specifications, user procedures, and test plans.
Works proactively and cooperatively in a team environment to accomplish project deliverables within defined schedule.
Communicate information clearly, accurately and timely to project team members.
Train client staff on the applications.
Identify and recognize when risks and issues need to be escalated.
Seek and participates in learning activities to enhance knowledge of technologies, software packages, and the industry.
Client Relations
Establish positive, professional relationship with client staff; inclusive of professional demeanor, conduct, and appearance.
Establish proper communication channels with client personnel and respond appropriately to all client concerns.
Conduct/participate in status team meetings.
Provide Project Manager and client management with ongoing progress reports according to the project charter, or at a minimum on a weekly basis.
Understand and adhere to established project management policies and procedures; including meeting project budgets and scope, project status reports and project documentation.
Contribute as appropriate to the development of project scope and structure.
Contribute to the management the project goals and client expectations.
Other Duties:
Understand and work towards the attainment of CMC’s strategic and operational goals.
Initiate solutions to perceived gaps in organizational processes or procedures.
Foster an environment of teamwork both internally and externally.
Actively participate in performance plans and evaluations.
Initiate recommendations for personal education and career objectives.
Accepts constructive feedback and works towards achieving the established goals.
Participate in project quality assurance reviews as necessary.
Participate in and support company sponsored local/regional/national professional groups and organizational activities.
Assist in developing internal training materials and project productivity tools.
Assist in the production of company briefing, marketing/business development presentations, and journal articles.
Participate in business development activities, when requested.
Assist in the recruiting of qualified consultants.
Submits Time and Expense Reports each week according to company policy.
Provide Project Manager and client management with ongoing progress reports according to the project charter, or at a minimum on a weekly basis.
Understand and adhere to established project management policies and procedures; including meeting project budgets and scope, project status reports and project documentation.
Contribute as appropriate to the development of project scope and structure.
Contribute to the management the project goals and client expectations.
Notify Project Manager of potential new business opportunities.
4+ years working in project teams in software installation, implementation preferred.
Bachelor’s degree in finance, business administration, information technology or related field
Higher Education industry experience preferred.
ERP and/or CRM experience preferred.
Student Information System experience preferred.
Financial Aid experience a plus.
Relational database management including queries, reporting, and administration desired but not required.
Demonstrated experience conducting presentations, conducting one-on-one and/or on-the-job training, classroom training and/or online/webcast training.
Proficient in all Microsoft Office applications.
Experience with project management software preferred.
Previous experience with other software applications such as database and reporting programs preferred.
Ability to adapt easily to working with new technologies.
Excellent written and oral communication skills.
Excellent presentation and training skills.
Proven effective listening skills.
Able to quickly establish rapport, gain and maintain credibility with diverse audiences.
Self-starter with troubleshooting capabilities.
Must be flexible to travel up to 70-75%.
Conduct/participate in status team meetings", FL,C0078
J0079,"Materials Analyst- Lansing, MI, USA","JOB DESCRIPTION

Summary:

This person is responsible for managing the material supply line from supplier to end customer. This includes maintenance of item master parameters in ERP system, communication of any potential supply interruptions, general management of assigned suppliers, and the achievement of raw material inventory turns and dollar value goals.

Essential Duties & Responsibilities:
Maintains ERP system for all Material functional areas such as Item Master, BOM, ship to locations, and inventory parameters.
Creates daily production schedules and ensures production output is recorded and posted into the ERP system.
Communicates No Surprise Forms to customers when supply shortages occur.
Reviews daily MRP supply reports and takes action as necessary
Identifies Customer cum inaccuracies and supplier inaccuracies as needed.
Tracks component inventory inaccuracies for root cause identification and corrective action(s). Responsible for ensuring the issue(s) are corrected.
Responsible for performing daily cycle counts and reconciliation of inventory variances.
Tracks and submits Premium Freight events and downtime caused by supplier. Responsible for creating debit memos for cost recovery.
Responsible for communicating DMRâ€™s to assigned suppliers.
Responsible for obtaining disposition on Quality Hold materials.
Responsible to track status of supplier communication for engineering changes as proposed by program management.
Responsible for reporting daily on all key performance measures of materials department that includes inventory valuation, cycle counts and inventory accuracy, and past due parts.
Responsible for achieving inventory valuation and inventory turn targets for assigned products.
Actively participates in Health/Safety/Environmental investigations and the 8D process in order to develop root cause analysis for problem resolution as required.
Reporting accidents, occupational illnesses, and HSE&E emergencies, and inform supervisor of known HSE&E conditions which could adversely affect other team members, assets or to the public.
Ensures compliance with all safety procedures and ensures safe working procedures in assigned production areas.
Responsible for BOS compliance to MMSA procedures as established by SCM.
Reporting Relationship:

Reports to Master Scheduler

Qualification Requirements:

To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

Education Required:
Post-secondary education in a related field or equivalent experience in Supply Chain Management or equivalent program (for example Materials and Logistics Management)
Experience Required:

3-5 years previous relevant work experience is required, preferably within the automotive industry. Microsoft suite and applicable ERP system proficiency are required.

Must have a consistent employment record to include good attendance, and be capable of adapting to a participative team work environment.

PRIMARY LOCATION

Bridgewater Interiors IV", MI,C0079
